Lo haremos;||;We will
Es m?o;||;It's mine
Gracias, amigo;||;Thank you, friend
Te conozco;||;I know you
Cualquier cosa;||;Anything
Te llamar?;||;I'll call you
Aqu? est?n;||;Here they are
Oh, bien;||;Oh good
Qu?date ah?;||;Stay there
Lo recuerdo;||;I remember
Dios santo;||;Good God
Puedes hacerlo;||;You can do it
Vaya, vaya;||;My, my
Santo cielo | Cielo santo;||;Good heavens
Qu? bonito | Qu? amable;||;How nice
Gracias, cari?o;||;Thanks, honey
Puedo hacerlo;||;I can do it
Como siempre;||;As always
Es f?cil;||;It's easy
S?, bueno;||;Yes, well
Estoy ocupado;||;I'm busy
Es ella;||;It's her
Ahora s?;||;Now yes
Hasta pronto;||;See you soon
Te entiendo;||;I understand you
Te creo | Le creo;||;I believe you
Podr?a ser;||;Could be
Ah? est?s;||;There you are
Vamos, chicos;||;Come on, guys
Lo tenemos | La tenemos;||;We have it
Te escucho;||;I hear you
Hola, amigo;||;Hello, friend
Gracias, pap?;||;Thanks, Dad
Estoy segura;||;I'm sure
S?, bien;||;Yes, good
En marcha;||;Ongoing
Venga conmigo;||;Come with me
Vamos, hombre;||;Come on, man
Hola, muchachos;||;Hi guys
Ir? contigo;||;I'll go with you
Para siempre;||;Forever
Y yo;||;And me
Se termin?;||;It was over
Estoy embarazada;||;I am pregnant
Ah? est?n | All? est?n;||;There they are
Voy contigo;||;I'm going with you
Vamos, muchachos;||;Come on, guys
No realmente | Realmente no;||;Not really
Lo conozco;||;I know him
No comprendo;||;I don't understand
Lo vi | La vi;||;I saw it
Qu? lindo;||;How cute
A casa;||;Home
Toma asiento | Tome asiento | Tomen asiento;||;Have a seat
Buena pregunta;||;Good question
Buena chica;||;Good girl
Bastante bien;||;Pretty good
Dos veces;||;Twice
Aqu? mismo;||;Right here
Vamos, amigo;||;Come on, friend
Gracias, se?ora;||;Thank you, ma'am
Ser? divertido;||;It will be fun
S?, vamos;||;Yes, let's go
Lo encontr? | La encontr?;||;I found it
Fui yo;||;It was me
A m?;||;Me
Basta ya;||;Enough already
No necesariamente;||;Not necessarily
Lo veo | La veo;||;I see it
Hasta ahora;||;Until now
Justo aqu?;||;Right here
Qu? interesante;||;How interesting
Es hermosa;||;She is beautiful
Por fin | Al fin;||;At last
Ya regreso | Ya vuelvo;||;I'll be back
Los dos;||;Both of them
Por ahora;||;For now
Aqu? no | No aqu?;||;Not here
Adi?s, cari?o;||;Goodbye, honey
Muy amable;||;Very kind
Tiene sentido;||;It makes sense
Qu?date conmigo;||;Stay with me
Ten?a raz?n;||;He was right
Lo intent?;||;I tried
Estuvo bien;||;It was good
Cuando quieras | Cuando quiera;||;Anytime
A ti;||;To you
Me rindo;||;I give up
Ah? vamos;||;Here we go
La verdad;||;The truth
Est? ah?;||;It's there
Oh, hola;||;Oh hi
S?, pap?;||;Yes, Dad
Buen viaje;||;Have a good trip
S?, mucho;||;Yes, a lot
Hoy no;||;Not today
Cinco minutos;||;Five minutes
Buenas noticias;||;Good news
Gracias, mam?;||;Thanks, Mom
Ya viene;||;It's coming
Es divertido;||;It's fun
No entiendes;||;You don't understand
Santo Dios;||;Holy God
Yo voy | Voy yo;||;I'm going
Ah? va;||;There it goes
T? no;||;You don't
S?, entiendo;||;Yes, I understand
Escucha esto;||;Listen to this
Es correcto;||;That is correct
Est?n bien;||;They are fine
M?s tarde;||;Later
Lo olvid? | Me olvid?;||;I forgot
Mire esto | Miren esto;||;Look at this
Es tuyo | Es tuya;||;It's yours
Qu? sorpresa;||;What a surprise
No empieces;||;Don't start
Te felicito;||;I congratulate you
Al contrario;||;On the contrary
Hola, nena;||;Hi babe
Lo pensar?;||;I'll think about it
Est?n aqu?;||;They are here
Tenga cuidado;||;Be careful
Es bonito | Es agradable;||;It's nice
Aqu? est?s | Aqu? tiene;||;Here you are
Lo mismo | El mismo;||;The same
Ya llegamos;||;We are here
P?rtate bien;||;Be good
Bueno, vamos;||;Well, let's go
Eso mismo;||;That's right
Estaremos bien;||;We'll be fine
Miren eso;||;Look at that
Oye, oye;||;Hey, hey
Muy interesante;||;Very interesting
Lo hicimos;||;We did
En efecto;||;Indeed
Eso pens?;||;I thought so
No recuerdo;||;I don't remember
Como yo;||;Like me
Lo comprendo | Ya entend?;||;I understand
Lo hiciste;||;You did
Lo hizo;||;He did
Me gustas;||;I like you
Yo ir? | Me ir? | Ir? yo;||;I'll go
Mi padre;||;My father
Con calma;||;Calmly
Lo sabemos;||;We know
Eres incre?ble;||;You are amazing
A trabajar;||;To work
T? primero;||;You first
D?melo t?;||;You tell me
Haz algo;||;Do something
Adi?s, pap?;||;Bye, dad
Somos amigos;||;We are friends
Probablemente no;||;Probably not
En pantalla;||;On screen
Una vez;||;Once
Ni yo;||;Not me
Aqu? tienen;||;Here you are
M?s r?pido;||;Faster
Justo ah?;||;Right there
No hables;||;Don't talk
Por eso;||;That's why
Di algo;||;Say something
Ay, caray;||;Oh boy
Gracias, querida;||;Thank you, my dear
O no;||;Or not
Estoy trabajando;||;I'm working
No preguntes;||;Don't ask
Bien, se?or;||;Good sir
Oh, claro;||;Oh sure
As? parece;||;So it seems
Es as?;||;It is so
Qu? haces?;||;What are you doing?
No tanto;||;Not so much
Como t?;||;Like you
Buen intento;||;Nice try
Me gustar?a;||;I would
C?mo no;||;Of course
Deja eso;||;Leave that
Qui?n es?;||;Who is it?
Hola, se?or;||;Hello sir
Ya pas?;||;It's over
Estamos aqu?;||;We are here
Es diferente;||;It is different
No mires;||;Don't look
Mi hijo;||;My son
Mi esposa;||;My wife
Est? hecho;||;It's done
Espere aqu?;||;Wait here
La amo;||;I love her
A nadie;||;Nobody
Dos minutos;||;Two minutes
Hola, hola;||;Hello, hello
El siguiente;||;The following
Me marcho;||;I'm leaving
Lo necesito;||;I need it
Tienes suerte;||;You are lucky
Est?s aqu?;||;You are here
A todos;||;To all
Date vuelta;||;Turn around
S?, capit?n;||;Yes, captain
Lo hago | Eso hago;||;I do
Venga ya;||;Come on now
Adi?s, mam?;||;Bye, mom
Ponte esto;||;Put this on
Bien dicho;||;Well said
Todo listo;||;All set
S?, hola;||;Yes, hello
Es buena | Est? buena;||;It's good
Est? cerrado | Est? cerrada;||;It's closed
Te perdono;||;I forgive you
D?jame ir;||;Let me go
S?, adelante;||;Yes, go ahead
Sin comentarios;||;No comment
Venga aqu?;||;Come here
Sabes qu??;||;You know what?
S?, cari?o;||;Yes, honey
Es lindo;||;It's cute
Estoy impresionado | Estoy impresionada;||;I'm impressed
Lo har?;||;It will
Lo intento | Eso intento;||;I try
Qu? maravilla;||;How wonderful
C?mo est?s?;||;How are you?
Mi Dios;||;My God
No funcionar?;||;It won't work
Ahora vete;||;Now go
Ah, hola;||;Ah, hi
Menos mal;||;Good thing
Volver? enseguida | Enseguida regreso | Regreso enseguida | Vuelvo enseguida | Enseguida vuelvo;||;I'll be right back
Puedo sentirlo;||;I can feel it
Yo invito;||;I invite
Ya vienen;||;They are coming
T? puedes;||;You can
Absolutamente nada;||;Absolutely nothing
Con gusto;||;With pleasure
Yo puedo;||;I can
Soy polic?a;||;I am a policeman
Est? durmiendo;||;He's sleeping
Buen tiro;||;Nice shot
Qu? pas??;||;What happened?
De pie;||;Stand up
Hola, amigos;||;Hello, friends
Ah, claro;||;Oh sure
Ah, gracias;||;Ah, thank you
Vamos, viejo;||;Come on, man
Quiz? no | Quiz?s no;||;Maybe not
All? estar? | Ah? estar? | Estar? all?;||;I'll be there
Mi amor;||;My love
Me encantan;||;I love them
Hola, chicas;||;Hello, girls
Lo tienes;||;You have it
Oh, cielos | Ay, cielos;||;Oh dear
Es hora;||;It's time
Mi madre;||;My mother
D?nde est??;||;Where is he?
Es asombroso;||;He is amazing
Qu?date quieto;||;Stay still
Qu? va;||;What's up
Est?s preciosa;||;You look beautiful
Oh, genial;||;Oh great
C?sate conmigo;||;Marry me
No vayas;||;Don't go
D?jeme ver;||;Let me see
All? voy;||;Here I go
Tu turno;||;Your turn
Si quieres;||;If you want
S?, jefe;||;Yes, boss
S?, t?;||;Yes, you
D?jalo ir;||;Let it go
Vamos, chico;||;Come on, boy
Un amigo;||;A friend
Ahora voy;||;Now I'm going
M?s fuerte;||;Stronger
Tengan cuidado;||;Be careful
Estoy pensando;||;I'm thinking
De prisa;||;Hurry
Vamos, r?pido;||;Come on, quick
Mis disculpas;||;My apologies
Absolutamente no;||;Absolutely not
Tengo prisa;||;I'm in a hurry
Qu? curioso;||;How curious
Estoy esperando;||;I'm waiting
Llego tarde;||;I'm late
Lo amo | Me encanta;||;I love it
Dime algo;||;Tell me something
Muy buena;||;Very good
Estoy escuchando;||;I'm listening
T? decides;||;You decide
Madre m?a;||;OMG
Lo sentimos;||;Sorry
Lo lograste;||;You did it
Hazlo t?;||;You do it
S?, exacto;||;Yes, exactly
Estoy contigo;||;I am with you
Fuiste t?;||;It was you
Abran paso;||;Make way
Estaba bromeando;||;I was joking
T? ganas;||;You win
Buen punto;||;Good point
Eso dicen;||;So they say
Lo har?s;||;You will
Te toca;||;It's your turn
Deber?a irme;||;I should go
Es bonita;||;It's pretty
Un poquito;||;A little bit
Uno, dos;||;One, two
S?lo una;||;Only one
D?jame verlo;||;Let me see it
Fue divertido;||;It was fun
Por all?;||;Over there
Somos nosotros;||;It is us
Es igual;||;It's the same
Ah? mismo;||;Right there
Una pregunta;||;One question
Nada importante;||;Nothing important
Nosotros tambi?n;||;So do we
M?s cerca;||;Closer
Eso es todo;||;That's it
No lo creo;||;I don't think so
Claro que no;||;Of course not
Tengo que irme;||;I have to go
No lo entiendo;||;I don't understand
Creo que s? | Ya lo creo;||;I think so
Todo est? bien;||;Everything is fine
Oh, Dios m?o;||;Oh my gosh
Espera un momento;||;Wait a minute
Espera un minuto;||;Wait a minute
No lo se | Yo no s?;||;I don't know
Gracias a Dios;||;Thank goodness
No puede ser;||;It can't be
Te lo prometo | Se lo prometo;||;I promise you
Gracias por venir;||;Thanks for coming
S?, por supuesto;||;Yes, of course
No es cierto;||;Not true
Lo que sea;||;Whatever
Espera un segundo;||;Wait a second
No lo har?;||;I won't
De ninguna manera;||;No way
Supongo que s?;||;I guess so
Estoy de acuerdo;||;I agree
Te lo dije;||;I told you
S?, estoy bien;||;Yes, I'm fine
Ay, Dios m?o;||;Oh my God
Conf?a en m?;||;Trust me
Creo que no;||;I think not
M?s o menos;||;More or less
No es verdad;||;Not true
S?, est? bien;||;Yes, that's fine
Eso est? bien;||;That's fine
Tenemos que irnos;||;We have to go
Tenemos que hablar;||;We have to talk
Se ha ido;||;He's gone
S?, por favor;||;Yes, please
No es eso;||;It's not that
Yo me encargo | Yo me encargar? | Yo me ocupar?;||;I'll take care of it
Es un placer;||;It's a pleasure
No es necesario;||;Not necessary
No te vayas | No se vayan;||;Don't go
V?monos de aqu?;||;Let's get out of here
Seguro que s?;||;Sure you do
Abre la puerta;||;Open the door
No es posible;||;Not possible
Uno, dos, tres | Un, dos, tres;||;One, two, three
Hablo en serio;||;I'm serious
No es as?;||;Not so
Voy para all?;||;I'm going there
Fue un accidente;||;It was an accident
Yo lo har? | Lo har? yo | As? lo har?;||;I will
Salgamos de aqu? | Largu?monos de aqu? | Vay?monos de aqu?;||;Let's get out of here
Vamos a ver;||;Let's see
Buenos d?as, se?or;||;Good morning, sir
S?, soy yo;||;Yes, it's me
S?, es cierto;||;Yes, it is true
Eso es genial;||;That's great
Bueno, est? bien;||;Well that's fine
Buenas noches, se?or;||;Good evening, sir
No lo hice;||;I didn't
Te ves bien;||;You look good
S?, eso es;||;Yes, that's it
Cierra la puerta;||;Close the door
Te lo agradezco | Se lo agradezco;||;I appreciate it
Est? todo bien;||;It's all good
No me acuerdo;||;I don't remember
Muy bien, se?or;||;Very good, sir
Todo estar? bien;||;Everything will be fine
Nos vemos luego | Nos vemos despu?s | Luego nos vemos;||;See you later
Ya lo tengo | Ya la tengo;||;I already have it
Espere un momento | Espere un minuto;||;Wait a minute
Cierra los ojos;||;Close your eyes
S?, es verdad;||;Yes, it is true
Vete de aqu?;||;Get out of here
Es la verdad;||;It's the truth
S?, tienes raz?n | S?, tiene raz?n;||;Yes, you are right
No lo recuerdo;||;I don't remember
Quiero hablar contigo;||;I want to talk to you
Espero que no;||;I hope not
Nos vemos ma?ana;||;See you tomorrow
Vete a casa;||;Go home
As? est? mejor;||;This is better
Eso es correcto;||;That is correct
No digas nada;||;Don't say anything
Te lo juro | Se lo juro;||;I swear to you
Lo mismo digo;||;Same here
Claro que si;||;Of course
Eso es cierto;||;That is true
En realidad no;||;Not really
Fuera de aqu?;||;Get out of here
Gracias por todo;||;Thanks for everything
Esto es incre?ble;||;This is incredible
Nunca se sabe | Uno nunca sabe;||;You never know
No muy bien;||;Not very well
Muy bien, gracias;||;Very good, thank you
Hola a todos;||;Hello everyone
Date la vuelta;||;Turn around
Est? muy bien | Es muy bueno | Est? muy bueno;||;It's very good
Ya era hora;||;It was about time
S?, muy bien;||;Yes, very good
Dame la mano | Dame tu mano;||;Give me your hand
Dame un beso;||;Give me a kiss
Ya lo veo;||;I see
Es muy importante;||;It is very important
Necesito hablar contigo;||;I need to talk to you
No puedo respirar;||;I can't breathe
Es una orden;||;It's an order
No lo entiendes | T? no entiendes;||;You don't understand
Eso es verdad;||;That is true
Encantado de conocerte | Gusto en conocerte | Un placer conocerte | Un gusto conocerte | Encantada de conocerte | Encantado de conocerlo | Gusto en conocerlo;||;Nice to meet you
Ya lo ver?s;||;You'll see
As? me gusta;||;I like it that way
T? y yo;||;You and me
Todo ir? bien | Todo saldr? bien;||;Everything will be fine
Qu? es eso?;||;What is that?
S?, de acuerdo;||;Yes, all right
Justo a tiempo;||;Just in time
As? est? bien | Eso es bueno;||;That's good
Te dir? algo | Le dir? algo;||;I'll tell you something
Eso me gusta | Me gusta eso;||;I like that
T? lo sabes;||;You know it
Es mi trabajo;||;It's my job
Se lo dir? | Te lo dir?;||;I'll tell you
Ya me voy;||;I'm leaving
Una vez m?s;||;One more time
Hasta la vista;||;Goodbye
Tengo que hacerlo;||;I have to
Una cosa m?s;||;One more thing
Esto es genial;||;This is great
Ser? un placer;||;It will be a pleasure
Vamos a casa;||;Let's go home
Ya lo sabes;||;You already know
Yo lo hice;||;I did
Ya lo hice;||;I already did
Ya es suficiente;||;Enough is enough
No Io s?;||;I don't know
Voy a entrar;||;I'm going in
Todo va bien;||;Everything is fine
Un poco m?s;||;A little more
No lo hago;||;I don't
A la izquierda;||;On the left
Todo el tiempo;||;All the time
Qu? es esto?;||;What is this?
Lo siento, cari?o;||;Sorry, honey
No del todo;||;Not quite
No dije eso;||;I didn't say that
Me siento bien;||;I feel good
S?, eso creo;||;Yes, I think so
Se lo dije;||;I told him
Eso est? mejor;||;That's better
No lo conozco | No le conozco;||;I don't know him
Oh, mi Dios;||;Oh my God
Lo que quieras;||;Whatever you want
Se ve bien;||;Looks good
S?, lo hice;||;Yes, I did
Dime la verdad;||;Tell me the truth
Fue un placer;||;It was a pleasure
Es muy amable;||;He's very kind
Echa un vistazo;||;Take a look
Ni una palabra;||;Not a word
Y t? tambi?n;||;And you too
T?malo con calma | T?melo con calma | T?matelo con calma;||;Take it easy
Qu? est?s haciendo?;||;What are you doing?
As? se hace;||;Way to go
Bien por ti;||;Good for you
Lo siento, amigo;||;Sorry, friend
No puedo esperar;||;I can't wait
D?jame preguntarte algo;||;Let me ask you something
Hace mucho tiempo;||;A long time ago
Tal vez no;||;Maybe not
No tan r?pido;||;Not so fast
Lo he visto;||;I've seen it
Espero que s?;||;I hope so
Tengo una cita;||;I have an appointment
Nadie lo sabe;||;Nobody knows
Ella est? bien;||;She's fine
Con mucho gusto;||;With pleasure
Estoy en ello;||;I'm on it
Bienvenido a casa | Bienvenida a casa;||;Welcome home
No lo sabes;||;You don't know
Ah? lo tienes;||;There you have it
De ning?n modo;||;No way
Vaya, vaya, vaya;||;My, my, my
A la orden;||;To order
Abre la boca;||;Open your mouth
Voy a salir;||;I'm going out
Es lo mismo;||;It's the same
S?, lo har?;||;Yes, I will
Gracias a todos;||;Thank you all
Por favor, si?ntese | Por favor, si?ntense;||;Please sit down
T?mate tu tiempo | T?mese su tiempo;||;Take your time
No lo har?s;||;You won't
Tienes que irte;||;You have to go
Oh, por favor;||;Oh please
Se pondr? bien;||;He'll be fine
Ya lo veremos;||;We'll see
Ese soy yo | Esa soy yo;||;That's me
Es muy bonito | Es muy lindo | Es muy agradable;||;It's very nice
Muy bien, vamos;||;All right, let's go
Ven con nosotros;||;Come with us
Acabo de llegar;||;I just arrived
Oh, est? bien;||;Oh, she's fine
Vamos a hacerlo;||;Let's do it
Eres muy amable;||;You are very kind
Mejor me voy;||;I better go
Bien, bien, bien;||;Good, good, good
Tengo que colgar;||;I have to hang up
No dije nada;||;I didn't say anything
Buenas noches, cari?o;||;Good evening, darling
Tienes que hacerlo;||;You have to
Tengo que ir;||;I have to go
Te veo luego | Te veo despu?s;||;See you later
Es mi hijo;||;He's my son
Nada de nada;||;Nothing at all
Dame un minuto;||;Give me a minute
Sal de ah?;||;Get out of there
A la derecha;||;To the right
Es muy sencillo;||;It's very simple
Oh, ya veo;||;Oh, I see
Que duermas bien;||;Sleep well
He estado pensando;||;I've been thinking
No me parece;||;I don't think so
Es todo tuyo | Es toda tuya;||;It's all yours
No para m? | Para m? no;||;Not for me
Te quiero mucho;||;I love you very much
No es importante;||;Not important
Damas y caballeros;||;Ladies and gentlemen
Yo estoy bien;||;I'm fine
A sus ?rdenes;||;At his command
Hay algo m?s;||;There is something else
Tuve que hacerlo;||;I had to
Estoy en eso;||;I'm on it
Quiero mostrarte algo | Quiero ense?arte algo;||;I want to show you something
Dios te bendiga | Dios lo bendiga | Dios los bendiga;||;God bless you
Me alegra verte;||;Good to see you
S?, lo recuerdo;||;Yes, I remember
Necesito un trago;||;I need a drink
Te pondr?s bien;||;You'll be fine
Feliz A?o Nuevo;||;Happy New Year
Conf?o en ti;||;I trust you
Ella tiene raz?n;||;She is right
Voy en camino | Estoy en camino;||;I'm on my way
No ser? necesario;||;It won't be necessary
S?, desde luego;||;Yes, of course
No es ?l;||;It's not him
No puedo ver;||;I can't see
Lo de siempre;||;The usual
Ya lo sab?a;||;I already knew
Nada en absoluto;||;Nothing at all
Buenos d?as, se?ora;||;Good morning, ma'am
D?jame decirte algo;||;Let me tell you something
Qu? quieres decir?;||;What do you mean?
Que te diviertas | Que se diviertan;||;Have fun
A m? no;||;Not me
Espere un segundo;||;Wait a second
Es bueno verte | Qu? bueno verte;||;Good to see you
Abre los ojos;||;Open your eyes
No la conozco;||;I don't know her
Si, lo es | S?, lo est? | S?, as? es;||;Yes, it is
Me lo imaginaba;||;I imagined it
Claro que puedes;||;Sure you can
Esto es importante;||;This is important
Yo me voy | Voy a ir;||;I'm going
Voy a vomitar;||;I'm going to throw up
D?melo a m?;||;Tell me about it
Tengo una pregunta;||;I have a question
Ya es hora;||;It's about time
Tengo que trabajar;||;I have to work
Est?s a salvo;||;You are safe
?l est? bien;||;He's fine
No lo haga;||;Don't
Pero no puedo;||;But I can't
Estoy bien, gracias;||;I'm fine, thank you
Ay, por favor;||;Oh please
S?lo un poco;||;Just a little
Largo de aqu? | Sal de aqu?;||;Get out of here
Es un regalo;||;It's a gift
Esto es bueno;||;This is good
Es un secreto;||;It's a secret
Dame un segundo;||;Give me a second
No es bueno;||;Not good
Es lo mejor;||;It's for the best
Te debo una;||;I owe you one
Gracias por preguntar;||;Thanks for asking
Hablar? con ?l;||;I'll talk to him
Te lo aseguro | Se lo aseguro;||;I assure you
Es una sorpresa;||;It's a surprise
Es un milagro;||;It's a miracle
V?monos a casa;||;Let's go home
Ni lo pienses;||;Don't even think about it
Te llamo luego | Luego te llamo | Te llamo despu?s;||;I'll call you later
S?, estoy seguro;||;Yes, I'm sure
De eso nada;||;Nothing of that
Eso es fant?stico | Eso es estupendo | Eso es grandioso;||;That's great
Vamos para all?;||;Let's go there
Te ves genial;||;You look great
Esta vez no | No esta vez;||;Not this time
Ya est? hecho;||;It's done
Todos los d?as;||;Every day
Pase, por favor | Por favor, pase;||;Please come in
Bien, muy bien;||;Good, very good
Despu?s de ti | Despu?s de usted;||;After you
Lo siento, se?ora;||;Sorry, ma'am
Es muy bonita;||;She is very pretty
Vamos a comer;||;Let's eat
Dame las llaves;||;Give me the keys
Buenas tardes, se?or;||;Good afternoon, sir
Me gusta mucho;||;I really like it
No lo hiciste;||;You didn't
Buenas noches, pap?;||;Good evening, Dad
Oh, por Dios;||;Oh my gosh
Vamos, por favor;||;Come on, please
Esperen un minuto | Esperen un momento;||;Wait a minute
Muy bien, entonces;||;All right then
S?, es ?l;||;Yes, it's him
Que as? sea;||;So be it
Depende de ti;||;It's up to you
Echemos un vistazo;||;Let's take a look
Te traje algo;||;I brought you something
Yo no fui;||;I didn't go
Te ver? ma?ana;||;I'll see you tomorrow
Se han ido;||;They are gone
S?, lo entiendo;||;Yes, I understand
Yo no puedo;||;I can't
Estoy en casa;||;I'm home
Qu? gusto verte | Gusto en verte | Gusto de verte;||;Nice to see you
S?, algo as?;||;Yes, something like that
Es tu turno;||;It's your turn
Es un hecho;||;It is a fact
Cambio y fuera;||;Over and out
S?, lo tengo | S?, la tengo | S?, lo creo;||;Yes, I do
A un lado;||;To one side
Baja la voz;||;Lower your voice
D?jame ver eso;||;Let me see that
Por favor, si?ntate;||;Please sit down
Abra la puerta | Abran la puerta;||;Open the door
Es bueno saberlo;||;Good to know
Nos vemos pronto;||;See you soon
Vamos a entrar;||;Let's go inside
Estaremos en contacto;||;We will be in touch
S?lo un minuto;||;Just a minute
Voy a ver;||;I'll see
S?, lo hizo;||;Yes, he did
S?, lo eres;||;Yes, you are
Gracias, muchas gracias;||;Thank you, thank you very much
Gracias por llamar;||;Thanks for calling
Te ves hermosa;||;You look beautiful
No oigo nada;||;I don't hear anything
Dame el tel?fono;||;Give me the phone
Yo lo vi;||;I saw it
Eres el mejor | Eres la mejor;||;You are the best
Tienes buen aspecto;||;You look good
Por si acaso;||;Just in case
Eres un genio;||;You are a genius
Esto es serio;||;This is serious
Seguro que no;||;Surely not
No quiero hacerlo;||;I don't want to
Si, lo se | S?, ya s?;||;Yes, I know
Yo lo hago;||;I do
Yo me ocupo;||;I take care of it
S?lo un momento;||;Just a moment
No se puede;||;You can't
Voy al ba?o;||;I'm going to the bathroom
Buenas noches, se?ora;||;Good evening, ma'am
Con su permiso;||;With his permission
Que esta pasando?;||;What's going on?
Ve a casa;||;Go home
Habla con ?l;||;Talk to him
Quiere hablar contigo;||;He wants to talk to you
Ah, ya veo;||;Ah, I see
Te veo ma?ana;||;See you tomorrow
Muchas gracias, se?or;||;Thank you very much sir
En un minuto;||;In a minute
Es muy f?cil;||;It's very easy
Oye, oye, oye;||;Hey, hey, hey
Buenas noches, mam?;||;Good evening, Mom
Para m? tambi?n;||;For me too
Da la vuelta;||;He turns around
S?, Su Majestad;||;Yes, the Majesty of him
Ni lo sue?es;||;Don't even dream of it
Ahora lo s?;||;Now I know
No puedo ir;||;I can't go
Por aqu?, se?or;||;This way, sir
Bueno, bueno, bueno;||;Well, well, well
S? qui?n eres;||;I know who you are
Quiz? tengas raz?n;||;You may be right
Es en serio;||;I'm serious
Conf?e en m?;||;Trust me
S?, ya veo;||;Yes, I see
Te lo mereces;||;You deserve it
Te ver? luego | Te ver? despu?s;||;I'll see you later
Atenci?n, por favor;||;Attention please
Es por aqu?;||;It's this way
Esto es todo;||;This is it
Te estaba buscando;||;I was looking for you
Encantado de conocerla | Encantado de conocerle;||;Nice to meet you
No lo comprendo;||;I don't understand
Eso estuvo bien;||;That was good
S?, aqu? est?;||;Yes, here it is
De hecho, s?;||;In fact, yes
No lo digas;||;Don't say it
No s? c?mo;||;I don't know how
Lo siento, pap?;||;Sorry, Dad
No dir? nada;||;I won't say anything
Lo hiciste bien;||;You did well
Dame el dinero;||;Give me the money
Gracias por traerme;||;Thanks for bringing me
As? es, se?or;||;That's right, sir
S?, lo hiciste;||;Yes, you did
No puedo decirlo;||;I can't say
M?s te vale;||;You better
Todos lo saben;||;Everyone knows it
Se hace tarde;||;It's getting late
Eso es f?cil;||;That's easy
A ti tambi?n;||;You too
Eso fue todo;||;That was it
Y a m?;||;And me
Las cosas cambian;||;Things change
Lo s? todo;||;I know everything
S?, en serio;||;Yes, seriously
Dame un abrazo;||;Give me a hug
Es tu decisi?n;||;It's your decision
Me lo imagino;||;I can imagine
Eso lo s?;||;I know that
No lo sientas;||;Don't be sorry
Te llamar? luego;||;I'll call you later
Vamos a bailar;||;Let's dance
Cuaderno de bit?cora;||;Logbook
Tienes mi palabra | Tiene mi palabra;||;You have my word
Igual que yo;||;Just like me
Buenos d?as, caballeros;||;Good morning, gentlemen
Es para m?;||;It's for me
Tengo buenas noticias;||;I have good news
As? se habla;||;This is how they speak
Cambi? de opini?n | Cambi? de idea;||;I changed my mind
Ella est? aqu?;||;She is here
S?lo una vez;||;Just once
No lo har?n;||;They won't
Eso estar?a bien;||;That would be nice
Yo me quedo;||;I stay
No es m?o;||;It's not mine
S?, tal vez;||;Yes, maybe
Tenemos que hacerlo;||;We have to
Sabes que s?;||;You know it does
Ya lo se | Yo lo s?;||;I know
No se vaya;||;Don't go
Hicimos un trato;||;We made a deal
S?, est? aqu?;||;Yes, she is here
S?, lo fue;||;Yes, she was
Eso es maravilloso;||;That's wonderful
Yo te conozco;||;I know you
No puedo hablar;||;I can't speak
Otra vez no | No otra vez;||;Not again
Hablar? con ella;||;I'll talk to her
S?, me gusta;||;Yes, I like it
Tienes que creerme;||;You have to believe me
Es mejor as?;||;It's better this way
Tengo que volver;||;I have to go back
Esto es diferente;||;This is different
Hijos de puta;||;You sons of bitches
Es muy raro;||;It is very rare
Sube al auto | Sube al coche;||;Get in the car
Puede que s?;||;Maybe yes
Con una condici?n;||;On one condition
Es muy divertido;||;It's a lot of fun
Es para usted | Es para ti;||;It's for you
Lo estoy haciendo;||;I am
Encantado de verte;||;Nice to see you
Igual que t?;||;Just like you
Hazlo por m?;||;Do it for me
Buenas noches, querida;||;Good evening, dear
Te estoy hablando;||;I'm talking to you
Piensa en ello;||;Think about it
Todo es posible;||;Everything is possible
Se est? moviendo;||;It's moving
Cambio de planes;||;Change of plans
Todos de pie;||;All standing
En cualquier momento;||;At any time
Yo qu? s?;||;What do I know?
Qu?date donde est?s;||;Stay where you are
Hagamos un trato;||;Let's make a deal
Hagan sus apuestas;||;Place your bets
Hiciste lo correcto;||;You did the right thing
Te estaba esperando;||;I was waiting for you
Eso es suficiente;||;That is enough
Por favor, vete;||;Please go
Eso suena bien;||;That sounds good
T? lo hiciste;||;You did it
Mejor que nunca;||;Better than ever
Ya nos vamos;||;We're leaving now
Todo el mundo;||;Everyone
Estoy muy bien;||;I'm very good
A la cama;||;To bed
Lo s?, cari?o;||;I know, honey
Acaba de llegar;||;He just arrived
S?, mi se?or;||;Yes, my lord
Gracias por invitarme;||;Thank you for inviting me
Ya nos veremos;||;We'll see each other
Dilo otra vez;||;Say it again
Estar? en contacto;||;I'll be in touch
Me tengo que ir;||;I have to go
Por supuesto que no | Pues claro que no;||;Of course not
Por supuesto que s? | Pues claro que s?;||;Of course it is
Me alegro de verte;||;Good to see you
Lo digo en serio;||;I mean it
Yo tambi?n te quiero;||;I love you too
No puedo hacer eso;||;I can't do that
Un momento, por favor;||;One moment, please
Vas a estar bien;||;You'll be fine
Me voy a casa;||;I'm going home
S?, creo que s?;||;Yes, I think so
Es una larga historia;||;It's a long story
Tengo que hablar contigo;||;I have to talk to you
S?, ya lo s?;||;Yes, I know
Yo tambi?n te amo;||;I love you too
Me muero de hambre;||;I'm starving
Muy bien, muy bien;||;Very good, very good
Por aqu?, por favor;||;This way, please
Haz lo que quieras;||;Do what you want
